Event Title,Appearances
"b""I'll Remember You in My Heart...""","b'Cooking Enthusiast Umamusume, Fine Motion, Monologue'"
b'Old Customs Die Hard',"b'Customer, Fine Motion, Monologue, Security Captain'"
b'A Matter of High Priority',"b'Fine Motion, Monologue'"
b'A Noble Pastime',"b'Fine Motion, Grass Wonder, Monologue'"
b'An Invigorating Tea Party',"b'Agnes Tachyon, Air Shakur, Fine Motion, Manhattan Cafe, Monologue, Security Captain'"
b'Flowers from a Distant Land',"b""Air Groove, Fine Motion, Fine's Older Sister, Monologue"""
b'Nothing Like a Good Mystery!',"b'Fine Motion, Maid, Master of the Manor, Monologue, Participant A, Participant B, Security Captain'"
b'No Such Thing as a Bad Time Abroad',"b'Fine Motion, Monkey, Monologue, Security Captain, Train Announcement'"
b'Official Duties',"b'Fine Motion, Gentleman, Guest, Lady, Monologue'"
"b'A ""Bazaar"" Afternoon'","b'Bazaar Shopkeeper, Fine Motion, Girl A, Ines Fujin, Monologue, Security Captain, Tamamo Cross'"
"b'Learning the Local ""Oshi"" Culture'","b'Agnes Digital, Fine Motion, Mihono Bourbon, Monologue, Silence Suzuka, Smart Falcon'"
b'I Love Ramen',"b'Fine Motion, Monologue, Ramen Shop Owner'"
"b""It'll Be More Fun!""","b'Fine Motion, Monologue'"
b'Perhaps I Can Help?',"b'Air Shakur, Fine Motion, Part-Timer, Ramen Shop Owner'"
b'Night Owl',"b'Fine Motion, Monologue'"
b'Skin Troubles',"b""Fine Motion, Fine's Friend"""
b'After Repeated Races...',"b'Fine Motion, Monologue'"
b'Victory!',b'Fine Motion'
b'Solid Showing',b'Fine Motion'
b'Defeat',b'Fine Motion'
b'No More Losing!',b'Fine Motion'
b'Sleep Deprived',"b'Fine Motion, Monologue'"
b'All Refreshed',b'Fine Motion'
b'Well-Rested!',"b'Fine Motion, Monologue'"
b'Praying at the Shrine!',"b'???, Chief Priest, Fine Motion, Kawakami Princess, Kawakami and Fine, Monologue'"
b'Slacking Off',"b'Fine Motion, Monologue'"
"b""Don't Overdo It!""",b'Fine Motion'
b'At the Infirmary',"b'Demon Child, Demon King, Demon Mother, Fine Motion, Monologue'"
b'Extra Training',"b'???, Biko Pegasus, Fine Motion, Monologue'"
b'Back in Shape',"b'Daiwa Scarlet, Fine Motion, Monologue'"
b'Nostalgic Irish Cuisine',"b'Air Groove, Fine Motion, Monologue'"
"b'Just an Acupuncturist, No Worries! \xe2\x98\x86'","b'???, Fine Motion, Monologue, Sasami Anshinzawa'"
b'Tell Me More \xe2\x99\xaa',"b'Fine Motion, Fortune Teller, Monologue, Security Captain, Suspicious Fortune Teller'"
b'Migraine Blues',"b'Fine Motion, Monologue, Security Captain, Security Officer, Security Team, Voice on the Radio'"
b'This Shamrock Is My Oath',"b'Academy Newspaper Member, Air Groove, Fine Motion, Monologue, Reporter A, Reporter B, Reporter C'"
b'Pampered Like a Princess',"b'Fine Motion, Monologue, Super Creek'"
b'Exciting Movie Night',"b'Fine Motion, Fine and Kawakami, Kawakami Princess, Monologue'"
"b'Blue Skies, White Lightning'","b'Boy A, Caster, Children, Girl A, Monologue, Skilled Trainer A, Skilled Trainer B, Tamamo Cross, Veteran Trainer A'"
"b""A Brewin' Storm""","b'Monologue, Tamamo Cross'"
"b""Distant Rumblin'""","b""Boy A, Caster, Girl A, Monologue, Tamamo Cross, Tamamo Cross's Brother, Tamamo Cross's Sister"""
b'White Lightning',"b""Caster, Monologue, Skilled Trainer A, Tamamo Cross, Tamamo Cross's Father, Tamamo Cross's Siblings, Veteran Trainer A"""
"b""Weatherin' the Storm""","b'Letter, Monologue, Tamamo Cross'"
"b""Sky-High Livin'""","b""Cafe Staff, Monologue, Tamamo Cross, Tamamo Cross's Brother, Tamamo Cross's Father"""
"b""The Sky's the Limit!""","b'Festival Man, Festival Woman, Monologue, Tamamo Cross'"
b'Introducing Tamamo Cross!',"b""Monologue, Super Creek, Tamamo Cross, Tamamo Cross's Little Sister"""
b'Before the Debut',"b'Monologue, Tamamo Cross'"
b'After the Debut: An Unexpected Weakness',"b""Hishi Akebono, Monologue, Tamamo Cross, Tamamo Cross's Little Brother, Tamamo Cross's Little Sister"""
b'Operation: Eat Till Ya Drop!',"b'Gold City, Hishi Akebono, Monologue, Super Creek, Tamamo Cross'"
"b""New Year's Resolutions""","b'Monologue, Nakayama Festa, Silence Suzuka, Super Creek, Symboli Rudolf, Tamamo Cross'"
b'Goal Achieved: Rising from Rock Bottom',"b'Monologue, Tamamo Cross'"
b'Tragedy on the Green',"b'Monologue, Racing Umamusume, Tamamo Cross, Umamusume A'"
b'Summer Camp (Year 2) Begins!',"b'Monologue, Students, Tamamo Cross'"
b'At Summer Camp (Year 2)',"b'???, Big Dog, Monologue, Oguri Cap, Oguri and Creek, Super Creek, Tamamo Cross'"
b'Summer Camp (Year 2) Ends',"b'Monologue, Oguri Cap, Super Creek, Tamamo Cross'"
"b""New Year's Shrine Visit""","b'Monologue, Tamamo Cross'"
b'Raffle Time!',"b'Monologue, Raffle Clerk, Tamamo Cross'"
b'Goal Achieved: Shooting for Spring Thunder',"b""Caster, Monologue, Tamamo Cross, Tamamo Cross's Father"""
"b""Valentine's Day""","b'Monologue, Tamamo Cross'"
b'Before the Hanshin Daishoten',"b'Caster, Monologue, Tamamo Cross'"
b'After the Hanshin Daishoten: Growing Waves',"b'Caster, Monologue, Oguri Cap, Tamamo Cross'"
b'Fan Fest',"b'Distant Scream, Fans, Monologue, Oguri Cap, Oguri Fan A, Oguri Fan B, Tamamo Cross, Tamamo Fan A, Tamamo Fan B, Tamamo Fan C'"
b'Before the Tenno Sho (Spring)',"b'Fan A, Fan B, Fan C, Gold City, Monologue, Tamamo Cross'"
b'After the Tenno Sho (Spring): First Piece of Proof',"b'Gold City, Monologue, Tamamo Cross'"
b'Our Hope from the Day You Were Born',"b""Monologue, Oguri Cap, Tamamo Cross, Tamamo Cross's Father, Tamamo Cross's Little Brother, Tamamo Cross's Little Sister, Tamamo Cross's Mother"""
b'Before the Takarazuka Kinen',"b'Inari One, Monologue, Oguri Cap, Tamamo Cross'"
b'After the Takarazuka Kinen: From Father to Daughter',"b""Caster, Inari One, Monologue, Oguri Cap, Tamamo Cross, Tamamo Cross's Father"""
b'Summer Camp (Year 3) Begins!',"b""Monologue, Neighborhood Boy, Tamamo Cross, Tamamo Cross's Little Brother"""
b'Those Chosen by Dreams',"b'Monologue, Oguri Cap, Tamamo Cross'"
b'Summer Camp (Year 3) Ends',"b'Fan A, Fan B, Fans Surrounding the Bus, Monologue, Mr. C.B., Oguri Cap, Tamamo Cross'"
b'Before the Tenno Sho (Autumn)',"b'Monologue, Mr. C.B., Oguri Cap, Symboli Rudolf, Tamamo Cross'"
b'After the Tenno Sho (Autumn): Lightning Takes the Lead!',"b""Caster, Monologue, Oguri Cap, Tamamo Cross, Tamamo Cross's Father, Tamamo Cross's Little Brother, Tamamo Cross's Little Sister"""
b'Betting the Future on a Flash',"b'Caster, Monologue, Oguri Cap, Super Creek, Tamamo Cross'"
b'Holiday Season',"b""???, Monologue, Sasami Anshinzawa, Super Creek, Tamamo Cross, Tamamo Cross's Little Sister, Tamamo Cross's Mother"""
b'Before the Arima Kinen',"b'Caster, Fan A, Fan B, Monologue, Oguri Cap, Spectators, Super Creek, Tamamo Cross'"
b'After the Arima Kinen: At the End of Love and Hate',"b""Caster, Monologue, Mr. C.B., Oguri Cap, Spectators, Super Creek, Symboli Rudolf, Tamamo Cross, Tamamo Cross's Father, Tamamo Cross's Grandmother"""
b'Hot Spring Getaway',"b'Monologue, Tamamo Cross'"
b'Ending (Normal)',"b'Monologue, Oguri Cap, Tamamo Cross'"
b'The Lightning That Led the Way',"b'???, Inari One, Mejiro McQueen, Mejiro Ryan, Monologue, Oguri Cap, Passerby A, Passerby B, Super Creek, Symboli Rudolf, Tamamo Cross, Tokai Teio, Zenno Rob Roy'"
b'Before the Satsuki Sho',"b'Fan A, Fan B, Gold City, Monologue, Tamamo Cross'"
b'After the Satsuki Sho: Jump and Catch!',"b'Gold City, Monologue, Tamamo Cross'"
b'After the Satsuki Sho: Soul Sisters',"b'Gold City, Monologue, Tamamo Cross'"
b'Before the Japanese Derby',"b'Monologue, Tamamo Cross'"
"b'After the Japanese Derby: Laughter, Tears, and Glory'","b'Gold City, Monologue, Tamamo Cross'"
b'After the Japanese Derby: Flickering Bolt of Lightning',"b'Gold City, Monologue, Tamamo Cross'"
b'Before the Kikuka Sho',"b'Gold City, Monologue, Tamamo Cross'"
b'After the Kikuka Sho: White Blossoms',"b'Gold City, Monologue, Tamamo Cross'"
b'After the Kikuka Sho: The Run-up to the Real Deal',"b'Gold City, Monologue, Tamamo Cross'"
"b""After the Kyoto Kimpai: Luck's on Our Side!""","b'Monologue, Tamamo Cross'"
"b""After the Nakayama Kimpai: Luck's on Our Side!""","b'Monologue, Tamamo Cross'"
"b'After the Japan Cup: The Two of Us, Forever'","b'Air Groove, Caster, Monologue, Oguri Cap, Tamamo Cross, Winning Ticket'"
b'A Special Souvenir',"b""Giant Mommy Super Creek, Inari One, Monologue, Monstrous Inari One, Monstrous Oguri Cap, Oguri Cap, Super Creek, Tamamo Cross, Tamamo Cross's Little Brother, Tamamo Cross's Little Sister"""
b'Trembling',"b'Monologue, Tamamo Cross'"
b'Victory',b'Tamamo Cross'
b'Paralyzed',"b'Monologue, Tamamo Cross'"
b'Ready for a Challenge',b'Tamamo Cross'
b'Not This Time!',b'Tamamo Cross'
b'Claw Machine!',"b'Monologue, Tamamo Cross'"
b'Claw Machine: Great Success!',b'Tamamo Cross'
b'Claw Machine: Success!',"b'Monologue, Tamamo Cross'"
b'Claw Machine: Failure...',"b'Monologue, Tamamo Cross'"
b'Claw Machine: Great Success!',b'Tamamo Cross'
b'Claw Machine: Success!',"b'Monologue, Tamamo Cross'"
b'Master Trainer',"b'Oguri Cap, Super Creek, Tamamo Cross'"
b'Dance Lesson',"b'Monologue, Tamamo Cross'"
b'Fan Letter',"b'Monologue, Tamamo Cross'"
b'Instrumentally Sentimental',"b'Monologue, Tamamo Cross'"
b'Race Against Time!',"b'Monologue, Tamamo Cross'"
b'An Insurmountable Wall',"b'Monologue, Tamamo Cross'"
b'Real Naniwa Spirit!',"b'Monologue, Sirius Symboli, Sirius and Tamamo, Tamamo Cross, Younger Student A, Younger Student B'"
b'Take a Guess!',"b'Gold City, Monologue, Tamamo Cross, Tosen Jordan'"
b'How to Be an Adult',"b'Inari One, Inari and Tamamo, Monologue, Tamamo Cross, Ticket Staff'"
b'Leave it to Tama!',"b'Boy A, Monologue, Taiyaki Stall Owner, Tamamo Cross'"
b'Fun Times at the Farm!',"b""Caretaker, Cows, Monologue, Oguri Cap, Super Creek, Tamamo Cross, Tamamo Cross's Little Brother, Tamamo Cross's Little Sister, Tamamo Cross's Siblings"""
b'Be There for Each Other',"b'Monologue, Oguri Cap, Super Creek, Tamamo Cross, Teacher'"
b'Visit from a Vixen',"b'Fox, Inari One, Monologue, Tamamo Cross'"
"b'A Sticky, Scary Situation'","b'Monologue, Oguri Cap, Staff, Super Creek, Tamamo Cross, Young Tamamo'"
"b""Merchandisin' Mojo!""","b'Monologue, Tamamo Cross'"
b'Inching Ahead',"b'Monologue, Tamamo Cross'"
b'Night Owl',b'Tamamo Cross'
b'Skin Troubles',"b'Monologue, Tamamo Cross'"
b'Race Fatigue',"b'Monologue, Tamamo Cross'"
b'After Repeated Races...',"b'Monologue, Tamamo Cross'"
b'Victory!',b'Tamamo Cross'
b'Solid Showing',b'Tamamo Cross'
b'Defeat',b'Tamamo Cross'
b'No More Losing!',b'Tamamo Cross'
b'Sleep Deprived',b'Tamamo Cross'
b'All Refreshed',"b'Monologue, Tamamo Cross'"
b'Well-Rested!',b'Tamamo Cross'
b'Praying at the Shrine!',"b'Monologue, Super Creek, Tamamo Cross'"
b'Slacking Off',"b'Monologue, Tamamo Cross'"
b'Get Well Soon!',"b'Monologue, Tamamo Cross'"
"b""Don't Overdo It!""","b'Monologue, Tamamo Cross'"
b'At the Infirmary',"b'Air Groove, Gigantic Tamamo Cross, Monologue, Oguri Cap, Special Week, Symboli Rudolf, Tamamo Cross'"
b'Extra Training',"b'Monologue, Tamamo Cross'"
b'Back in Shape',"b'Monologue, Oguri Cap, Tamamo Cross'"
b'The Lure of Grilled Squid',"b'Monologue, Tamamo Cross'"
"b'Just an Acupuncturist, No Worries! \xe2\x98\x86'","b'???, Monologue, Sasami Anshinzawa, Tamamo Cross'"
b'Better Use That Batter!',"b'Monologue, Tamamo Cross'"
b'Migraine Blues',"b'Monologue, Tamamo Cross'"
b'Lightning Heart',"b'Monologue, Tamamo Cross'"
"b""We're Havin' a Takoyaki Party!""","b'Monologue, Oguri Cap, Tamamo Cross'"
"b""Stylin' My Way""","b'Monologue, Super Creek, Tamamo Cross'"
"b""Watch Where You're Going!""","b'Monologue, Special Week'"
b'So Many Options!',"b'Monologue, Special Week'"
b'A Hint for Growth',b''
b'On and On',"b'Monologue, Silence Suzuka'"
b'What Should I Do?',"b'Monologue, Silence Suzuka'"
b'A Hint for Growth',b''
"b'My Way, Or...'","b'Monologue, Tokai Teio'"
b'My Weapon',"b'Monologue, Tokai Teio'"
b'A Hint for Growth',b''
b'For an Adorable Younger Student',"b'Maruzensky, Monologue'"
b'Drive Destination',"b'Maruzensky, Monologue'"
b'A Hint for Growth',b''
b'How Should I Respond?',"b'Monologue, Oguri Cap'"
b'Conquering the Crowds',b'Oguri Cap'
b'A Hint for Growth',b''
b'Adventurer Gold Ship',"b'Gold Ship, Monologue'"
"b""Revive the Brand! Golshi's Yakisoba""","b'Gold Ship, Monologue'"
b'A Hint for Growth',b''
b'The Coolest Line',"b'Monologue, Vodka'"
b'Enemies on Main Street',"b'Monologue, Vodka'"
b'A Hint for Growth',b''
"b""Yes! Let's Hug \xe2\x98\x86""","b'Monologue, Taiki Shuttle'"
b'Yeehaw! Party Tonight \xe2\x98\x86',"b'Monologue, Taiki Shuttle'"
b'A Hint for Growth',b''
b'Library Vexation',"b'Grass Wonder, Monologue'"
b'A Friendly Daytime Discussion',"b'Grass Wonder, Monologue'"
b'A Hint for Growth',b''
b'To Maintain My Weight',"b'Mejiro McQueen, Monologue'"
b'To Reach the Greatest Heights',"b'Mejiro McQueen, Monologue'"
b'A Hint for Growth',b''
b'Blazing Fire!',"b'El Condor Pasa, Monologue'"
b'Secret Notebook!',"b'El Condor Pasa, Monologue'"
b'A Hint for Growth',b''
b'Etude to Victory',"b'Monologue, T.M. Opera O'"
b'Beyond Our Limited Time',"b'Monologue, T.M. Opera O'"
b'A Hint for Growth',b''
"b""The Emperor's Encouragement""","b'Monologue, Symboli Rudolf'"
"b""The Student Council President's Thoughtfulness""","b'Monologue, Symboli Rudolf'"
b'A Hint for Growth',b''
b'Recruiting Cat Catchers',"b'Cat, Monologue, Seiun Sky'"
b'Recruiting Advisors',"b'King Halo, Monologue, Seiun Sky'"
b'A Hint for Growth',b''
b'A Page of Flower Shop Assistance',"b'Monologue, Rice Shower'"
b'A Page About Cloudy Weather',"b'Monologue, Rice Shower'"
b'A Hint for Growth',b''
b'Full-Power Muscles!',"b'Monologue, Winning Ticket'"
b'Full-Power Racing!',"b'Monologue, Umamusume A, Winning Ticket'"
b'A Hint for Growth',b''
"b'08:36 / Crap, I Overslept'",b'Gold City'
"b'13:12 / Lunch Break, Gotta Get Myself Together'","b'Gold City, Monologue'"
b'A Hint for Growth',b''
b'Genius Efficiency!',"b'Monologue, Sakura Bakushin O'"
b'Enough to Break into a Dash!',"b'Monologue, Sakura Bakushin O'"
b'A Hint for Growth',b''
b'Leave it to Me to Help Out! \xe2\x99\xaa',"b'Monologue, Super Creek'"
b'Leave it to Me to Be Considerate! \xe2\x99\xaa',"b'Monologue, Super Creek'"
b'A Hint for Growth',b''
"b""Urara's \xe2\x98\x86 Study Review""","b'Haru Urara, Monologue'"
"b""Urara's \xe2\x98\x86 Long Shot Dash!""","b'Haru Urara, Monologue'"
b'A Hint for Growth',b''
b'My Chosen Way of Life',"b'Monologue, Tazuna Hayakawa'"
"b""Tazuna, the Director's Secretary""","b'Monologue, Tazuna Hayakawa'"
b'Good Job! \xe2\x99\xaa',b'Tazuna Hayakawa'
b'Enthusiastic Pair',"b'Monologue, Tazuna Hayakawa'"
b'Milk with a Chance of Apples',"b'Monologue, Tazuna Hayakawa'"
b'Inexplicable Speed',"b'Monologue, Taiki Shuttle, Tazuna Hayakawa'"
b'Memories of Cinema',"b'Monologue, Tazuna Hayakawa'"
b'A Sigh and a Bandage',"b'Director Akikawa, Monologue, Tazuna Hayakawa'"
b'From Just a Little Closer',"b'Monologue, Tazuna Hayakawa'"
"b'The Usual, Please!'","b'Monologue, Tazuna Hayakawa'"
b'A Bond with Tazuna: Aspirations Entrusted',"b'Monologue, Tazuna Hayakawa'"
b'A Surprise Breather',"b'Director Akikawa, Monologue, Tazuna Hayakawa'"
b'Trainer Tip: Always Improve Your Coaching',"b'Monologue, Trainer Kiryuin'"
b'Fellow Trainer Aoi Kiryuin',"b'Monologue, Trainer Kiryuin'"
b'Good Job!',b'Trainer Kiryuin'
b'The Search for a Hobby',"b'Happy Meek, Monologue, Trainer Kiryuin, Umamusume A'"
b'Studying with Your Body!',"b'Monologue, Trainer Kiryuin'"
b'How I Play at the Park',"b'Monologue, Trainer Kiryuin'"
b'Reckless Training',"b'Happy Meek, Monologue, Trainer Kiryuin'"
b'The Joy of Respect',"b'Happy Meek, Monologue, Trainer Kiryuin'"
b'Gift of Words',"b'Monologue, Trainer Kiryuin'"
b'The Perfect Place for a Party',"b'Monologue, Trainer Kiryuin'"
b'A Bond with Aoi: Being a Good Mentor',"b'Male Barker, Monologue, Trainer Kiryuin'"
b'Chasing Dreams',"b'Monologue, New Trainer A, Trainer Kiryuin, Umamusume A'"
"b""I'm Going to Win Tomorrow!""","b'Daiwa Scarlet, Monologue'"
b'This Is Nothing!',"b'Daiwa Scarlet, Monologue'"
b'A Hint for Growth',b''
"b""Hishiama's Struggles: Problem Children""","b'Hishi Amazon, Monologue'"
"b""Hishiama's Struggles: Final Stretch""","b'Hishi Amazon, Monologue'"
b'A Hint for Growth',b''
b'Strict but Gracious',"b'Air Groove, Umamusume A'"
b'Agile but Strong',b'Air Groove'
b'A Hint for Growth',b''
b'Umamusume Deficiency!',"b'Agnes Digital, Monologue'"
b'Heavy Romance',"b'Agnes Digital, Monologue'"
b'A Hint for Growth',b''
"b""Tamamo's School Tour""","b'Monologue, Student Librarian, Tamamo Cross, Umamusume A'"
"b""A Battle I Can't Lose!""","b'Monologue, Tamamo Cross'"
b'A Hint for Growth',b''
b'Wonderful New Shoes',"b'Fine Motion, Monologue, Shop Assistant'"
b'Reminiscent Clover',"b'Caster, Fine Motion, Monologue'"
b'A Hint for Growth',b''
b'Last-Minute Modal Theory',"b'Biwa Hayahide, Monologue'"
b'Step-Out-of-Your-Comfort-Zone Theory',"b'Biwa Hayahide, Monologue'"
b'A Hint for Growth',b''
b'Snack Advice for Mayano!',"b'Mayano Top Gun, Monologue'"
b'Fashion Advice for Mayano!',"b'Mayano Top Gun, Monologue'"
b'A Hint for Growth',b''
b'Solo Nighttime Run',"b'Manhattan Cafe, Monologue'"
b'A Taste of Silence',"b'Manhattan Cafe, Monologue'"
b'A Hint for Growth',b''
b'Do No Harm',"b'Mihono Bourbon, Monologue'"
b'Orders Must Be Followed',"b'Mihono Bourbon, Monologue'"
b'A Hint for Growth',b''
"b'My Muscles and Me, Onward to Tomorrow!'","b'Mejiro Ryan, Monologue'"
"b""It's Not Like I Like Romance!""","b'???, Mejiro Ryan, Monologue'"
b'A Hint for Growth',b''
b'For a Spiffy Concert',"b'Monologue, Yukino Bijin'"
b'Aiming for the City Spots',"b'Monologue, Yukino Bijin'"
b'A Hint for Growth',b''
"b""It's a Game of Tag!""","b'Girl, Monologue'"
b'Ten Minutes Left!',"b'Ines Fujin, Monologue'"
b'A Hint for Growth',b''
b'The Correlation between Sleep and Efficiency',"b'Agnes Tachyon, Monologue'"
b'Happenstance Introduced Through Intervention',"b'Agnes Tachyon, Monologue'"
b'A Hint for Growth',b''
b'//Verification Required',"b'Air Shakur, Monologue'"
b'//Absolute Desire',"b'Air Shakur, Monologue'"
b'A Hint for Growth',b''
b'Unforeseen Lunch',"b'Eishin Flash, Monologue'"
b'Responding to the Unforeseen',"b'Eishin Flash, Monologue'"
b'A Hint for Growth',b''
b'Chants Are the Life of a Concert \xe2\x98\x86',"b'Monologue, Smart Falcon'"
"b""If I'm Cute, Come to My Show! \xe2\x98\x86""","b'Monologue, Smart Falcon'"
b'A Hint for Growth',b''
b'Just Leave Me Alone',"b'Monologue, Narita Taishin'"
"b""Just Don't Bother Me""","b'Monologue, Narita Taishin'"
b'A Hint for Growth',b''
"b'Warmth, Love, and Lunch'","b'Agnes Tachyon, Monologue, Nishino Flower'"
"b""Let's Bloom Beautifully \xe2\x99\xaa""","b'Nishino Flower, Umamusume A'"
b'A Hint for Growth',b''
"b""A Hero's Woes""","b'Biko Pegasus, Monologue'"
b'Preparing My Special Move!',"b'Biko Pegasus, Monologue'"
b'A Hint for Growth',b''
"b'Marvelous, No Question \xe2\x98\x86'","b'Marvelous Sunday, Monologue, Umamusume A'"
b'How To Be More Marvelous \xe2\x98\x86',"b'Child A, Marvelous Sunday, Monologue'"
b'A Hint for Growth',b''
b'Maximum Spirituality',"b'Matikanefukukitaru, Monologue'"
b'When Piety and Kindness Intersect',"b'Matikanefukukitaru, Monologue'"
b'A Hint for Growth',b''
b'I... Will Change',"b'Meisho Doto, Monologue, T.M. Opera O'"
b'Please... Buy Some Carrots',"b'Director Akikawa, Meisho Doto, Monologue'"
b'A Hint for Growth',b''
b'Give It a Try',"b'Mejiro Dober, Monologue'"
"b""Hope She'll Like It...""","b'Mejiro Dober, Monologue'"
b'A Hint for Growth',b''
b'Not like Meow',"b'Monologue, Nice Nature'"
b'(Delicious) Burden',"b'Monologue, Nice Nature'"
b'A Hint for Growth',b''
b'You May Socialize With Me!',"b'King Halo, Monologue'"
b'You May Advise Me!',"b'King Halo, Monologue'"
b'A Hint for Growth',b''
b'Sleight of Hand',"b'Fuji Kiseki, Girl, Monologue'"
b'Misdirection',"b'Fuji Kiseki, Monologue, Younger Umamusume A, Younger Umamusume B'"
b'A Hint for Growth',b''
b'Miracle \xe2\x98\x86 Escape!',"b'Monologue, Sweep Tosho, Teacher A'"
b'Wonderful \xe2\x98\x86 Mistake!',"b'Monologue, Sweep Tosho'"
b'A Hint for Growth',b'Monologue'
b'Just Start Running!',"b'Monologue, Twin Turbo'"
"b""I'm All Fired Up!""","b'Monologue, Twin Turbo'"
b'A Hint for Growth',b'Monologue'
b'Encounter With the Sun \xe2\x98\x86',"b'Daitaku Helios, Monologue'"
b'Smiles Forever',"b'Cat, Daitaku Helios, Dog, Monologue'"
b'A Hint for Growth',b''
b'Ikuno-Style Flawless Method',"b'Ikuno Dictus, Monologue, Umamusume A, Umamusume B'"
b'Ikuno-Style Management',"b'Ikuno Dictus, Monologue, Younger Umamusume'"
b'A Hint for Growth',b'Monologue'
b'An Inescapable Choice?',"b'Mejiro Palmer, Monologue'"
b'Optimistic Escapism',"b'Mejiro Palmer, Monologue'"
b'A Hint for Growth',b'Monologue'
